ext tracking reference,STR
ext return shipment id,STR
theme path,STR
theme title,STR
preview image,STR
is featured,INTEGER
theme files id,INTEGER
translate,STR
crc string,INTEGER
bookmark id,INTEGER
current,INTEGER
request path,STR
target path,STR
redirect type,INTEGER
is autogenerated,INTEGER
variable id,INTEGER
plain value,STR
html value,STR
public hash,STR
expires at,TIME
gateway token,STR
order payment id,INTEGER
payment token id,INTEGER
customer code,STR
sent to vertex,INTEGER
invoice text code,STR
vertex tax code,STR
total tax,STR
source path,STR
tax area id,STR
sub total,STR
lookup result,STR
request date,TIME
request xml,STR
response xml,STR
widget code,STR
widget type,STR
instance id,INTEGER
instance type,STR
store ids,STR
widget parameters,STR
page group,STR
layout handle,STR
block reference,STR
page for,STR
entities,STR
sharing code,STR
wishlist item id,INTEGER
old slug,STR
featured on,INTEGER
featured order,INTEGER
total count,INTEGER
video count,INTEGER
published on,INTEGER
album type,INTEGER
internal id,STR
single use,INTEGER
album count,INTEGER
text count,INTEGER
content count,INTEGER
max download,INTEGER
favorite order,INTEGER
favorited on,INTEGER
uploaded on,INTEGER
captured on,INTEGER
file modified on,INTEGER
focal point,STR
aspect ratio,FLOAT
live data,STR
cover id,INTEGER
text id,INTEGER
setup,INTEGER
last used,INTEGER
draft title,STR
featured image id,INTEGER
custom featured image,STR
page type,INTEGER
public first name,STR
public last name,STR
public display,STR
public email,STR
remember me,STR
schuze,INTEGER
cislo,INTEGER
bod,INTEGER
cas,TIME
pro,INTEGER
proti,INTEGER
zdrzel,INTEGER
nehlasoval,INTEGER
prihlaseno,INTEGER
kvorum,INTEGER
druh hlasovani,STR
nazev dlouhy,STR
nazev kratky,STR
id uppercat,INTEGER
anonymous id,STR
nb pages,INTEGER
history id from,INTEGER
history id to,INTEGER
date available,TIME
coi,STR
representative ext,STR
date metadata update,TIME
rating score,FLOAT
permalink,STR
last hit,TIME
galleries url,STR
url name,STR
applied,TIME
auth key id,INTEGER
expired on,TIME
date last,TIME
max date last,TIME
nb images,INTEGER
count images,INTEGER
nb categories,INTEGER
user representative picture id,INTEGER
nb image page,INTEGER
check key,STR
click id,INTEGER
click time,TIME
shorturl,STR
temperature,FLOAT
fuel price,FLOAT
mark down,FLOAT
cpi,FLOAT
unemployment,FLOAT
glf,INTEGER
gcf,INTEGER
grf,INTEGER
highest,INTEGER
lowest,INTEGER
average,INTEGER
song name,STR
song release year,STR
is male,BINARY
concert id,INTEGER
concert name,STR
refid,INTEGER
kx index,INTEGER
ref date,TIME
s suppkey,INTEGER
s nationkey,INTEGER
s comment,STR
s address,STR
s phone,STR
s acctbal,FLOAT
num of factories,INTEGER
furniture id,INTEGER
num of component,INTEGER
market rate,FLOAT
price in dollar,FLOAT
studio,STR
gross in dollar,INTEGER
number cities,INTEGER
estimation id,INTEGER
low estimate,FLOAT
high estimate,FLOAT
cp co id,FLOAT
first date,TIME
admission,STR
revision id,INTEGER
langcode,STR
bundle,STR
reusable,INTEGER
default langcode,INTEGER
revision translation affected,INTEGER
revision user,INTEGER
revision created,INTEGER
revision log,STR
revision default,INTEGER
invalidations,INTEGER
last comment timestamp,INTEGER
thread,STR
collection,STR
filemime,STR
nid,INTEGER
customized,INTEGER
link uri,STR
rediscover,INTEGER
expanded,INTEGER
revision log message,STR
mlid,INTEGER
route param key,STR
realm,STR
grant view,INTEGER
grant update,INTEGER
grant delete,INTEGER
promote,INTEGER
revision uid,INTEGER
revision timestamp,INTEGER
pattern outline,STR
fit,INTEGER
number parts,INTEGER
shortcut set,STR
description value,STR
description format,STR
preferred langcode,STR
preferred admin langcode,STR
init,STR
num of staff,STR
membership card,STR
time of purchase,INTEGER
level of membership,INTEGER
hh id,INTEGER
num of shaff in charge,INTEGER
total amount,FLOAT
businesstext,STR
freight,FLOAT
museum id,INTEGER
num of ticket,INTEGER
total spent,FLOAT
job candidate id,INTEGER
resume,STR
adresa,STR
sirka,FLOAT
delka,FLOAT
child,INTEGER
tmax,INTEGER
tmin,INTEGER
tavg,INTEGER
depart,INTEGER
dewpoint,INTEGER
wetbulb,INTEGER
heat,INTEGER
cool,INTEGER
sunrise,TIME
sunset,TIME
codesum,STR
snowfall,FLOAT
preciptotal,FLOAT
stnpressure,FLOAT
sealevel,FLOAT
resultspeed,FLOAT
resultdir,INTEGER
avgspeed,FLOAT
desert,STR
ib income band sk,INTEGER
ib lower bound,INTEGER
ib upper bound,INTEGER
pk i id,INTEGER
s username,STR
s password,STR
s email,STR
s secret,STR
b moderator,INTEGER
fk i user id,INTEGER
s search,STR
b active,INTEGER
i num alerts sent,INTEGER
s ip,STR
fk i parent id,INTEGER
i expiration days,INTEGER
i position,INTEGER
b enabled,INTEGER
s icon,STR
b price enabled,INTEGER
fk i category id,INTEGER
fk c locale code,STR
s description,STR
s slug,STR
i num items,INTEGER
fk i region id,INTEGER
fk c country code,STR
fk i city id,INTEGER
pk c code,STR
dt pub date,TIME
dt mod date,TIME
f price,FLOAT
fk c currency code,STR
s contact name,STR
s contact email,STR
b premium,INTEGER
b spam,INTEGER
b show email,INTEGER
dt expiration,TIME
fk i item id,INTEGER
s title,STR
s author name,STR
s author email,STR
s body,STR
s country,STR
s zip,STR
s region,STR
s city,STR
fk i city area id,INTEGER
s city area,STR
d coord lat,FLOAT
fk i field id,INTEGER
s value,STR
s multi,STR
s extension,STR
s content type,STR
s path,STR
i num views,INTEGER
i num spam,INTEGER
i num repeated,INTEGER
i num bad classified,INTEGER
i num offensive,INTEGER
i num expired,INTEGER
i num premium views,INTEGER
dt date,TIME
s md,STR
s original text,STR
s anchor text,STR
s normalized text,STR
s short name,STR
s version,STR
s author url,STR
s currency format,STR
s dec point,STR
s thousands sep,STR
i num dec,INTEGER
s date format,STR
s stop words,STR
b enabled bo,INTEGER
s section,STR
s action,STR
fk i id,INTEGER
s data,STR
s who,STR
fk i who id,INTEGER
s internal name,STR
b indelible,INTEGER
i order,INTEGER
b link,INTEGER
s meta,STR
fk i pages id,INTEGER
s text,STR
s plugin name,STR
dt reg date,TIME
s website,STR
s phone land,STR
s phone mobile,STR
s pass code,STR
s pass date,TIME
s pass ip,STR
s info,STR
s new email,STR
s location,STR
fibros,STR
cluster,STR
product description id,INTEGER
draft g,INTEGER
mp,INTEGER
draft fg,INTEGER
fga,INTEGER
3p,INTEGER
3pa,INTEGER
draft ft,INTEGER
fta,INTEGER
orb,INTEGER
draft trb,INTEGER
draft ast,INTEGER
draft stl,INTEGER
draft blk,INTEGER
draft tov,INTEGER
draft pf,INTEGER
draft pts,INTEGER
fg per,FLOAT
3p per,INTEGER
ft per,FLOAT
mp per,FLOAT
pts per,FLOAT
trb per,FLOAT
ast per,FLOAT
born,STR
amature honor,INTEGER
raw data,INTEGER
career g,INTEGER
career per,FLOAT
career ws,FLOAT
phone number type id,INTEGER
agriculturalpop,INTEGER
energyconsume,INTEGER
illiterates,INTEGER
gnp,INTEGER
popxenergabs,INTEGER
incomeabs,INTEGER
popabs,INTEGER
unassessment,INTEGER
defenseexpabs,INTEGER
englishtitles,INTEGER
blocmembership,INTEGER
usaidreceived,INTEGER
freedomofopposition,INTEGER
if cand ib rd,INTEGER
threats,INTEGER
accusations,INTEGER
killedforeignviolence,INTEGER
militaryaction,INTEGER
protests,INTEGER
killeddomesticviolence,INTEGER
riots,INTEGER
purges,INTEGER
demonstrations,INTEGER
catholics,INTEGER
airdistance,INTEGER
medicinengo,INTEGER
diplomatexpelled,INTEGER
divorces,INTEGER
popn/land,INTEGER
arable,INTEGER
roadlength,INTEGER
railroadlength,INTEGER
religions,INTEGER
immigrants/migrants,INTEGER
rainfall,INTEGER
largestrelgn,INTEGER
runningwater,INTEGER
foreigncollegestud,INTEGER
neutralblock,INTEGER
religioustitles,INTEGER
emigrants,INTEGER
seabornegoods,INTEGER
lawngos,INTEGER
unemployed,INTEGER
export,INTEGER
largestlang,INTEGER
ethnicgrps,INTEGER
economicaidtaken,INTEGER
techassistancetaken,INTEGER
goveducationspend,INTEGER
femaleworkers,INTEGER
exports,INTEGER
foreignmail,INTEGER
imports,INTEGER
caloriesconsumed,INTEGER
protein,INTEGER
russiantitles,INTEGER
militarypersonnel,INTEGER
investments,INTEGER
politicalparties,INTEGER
artsculturengo,INTEGER
communistparty,INTEGER
govspending,INTEGER
monarchy,INTEGER
primaryschool,INTEGER
govchangelegal,INTEGER
legitgov,INTEGER
largestethnic,INTEGER
assassinations,INTEGER
majgovcrisis,INTEGER
unpaymentdelinq,INTEGER
balancepayments,INTEGER
balanceinvestments,INTEGER
systemstyle,INTEGER
constitutional,INTEGER
electoralsystem,INTEGER
noncommunist,INTEGER
politicalleadership,INTEGER
horizontalpower,INTEGER
military,INTEGER
bureaucracy,INTEGER
censorship,INTEGER
geographyx,INTEGER
geographyy,INTEGER
geographyz,INTEGER
actrntp desc,STR
version label,STR
collection date,STR
circuit id,INTEGER
circuit ref,STR
lng,FLOAT
driver ref,STR
forename,STR
surname,STR
constructor ref,STR
result id,INTEGER
grid,INTEGER
position order,INTEGER
laps,INTEGER
fastest lap,INTEGER
fastest lap time,STR
fastest lap speed,STR
idaccess,INTEGER
idsite,INTEGER
id brute force log,INTEGER
attempted at,TIME
idgoal,INTEGER
match attribute,STR
pattern type,STR
case sensitive,INTEGER
allow multiple,INTEGER
revenue,FLOAT
event value as revenue,INTEGER
idaction,INTEGER
url prefix,INTEGER
idvisit,INTEGER
idvisitor,BINARY
server time,TIME
idaction url,INTEGER
idlink va,INTEGER
buster,INTEGER
idorder,STR
visitor days since first,INTEGER
visitor days since order,INTEGER
visitor returning,INTEGER
visitor count visits,INTEGER
referer keyword,STR
referer name,STR
referer type,INTEGER
config device brand,STR
config device model,STR
config device type,INTEGER
location city,STR
location country,STR
location latitude,FLOAT
idaction sku,INTEGER
idaction name,INTEGER
idaction category,INTEGER
idaction url ref,INTEGER
idaction name ref,INTEGER
custom float,FLOAT
idpageview,STR
interaction position,INTEGER
time spent ref action,INTEGER
idaction event action,INTEGER
idaction event category,INTEGER
idaction content interaction,INTEGER
idaction content name,INTEGER
idaction content piece,INTEGER
idaction content target,INTEGER
custom var k,STR
custom var v,STR
sum time ms,FLOAT
idprofiling,INTEGER
visit last action time,TIME
location ip,BINARY
visit first action time,TIME
visit goal buyer,INTEGER
visit goal converted,INTEGER
visit entry idaction name,INTEGER
visit entry idaction url,INTEGER
visit exit idaction name,INTEGER
visit exit idaction url,INTEGER
visit total actions,INTEGER
visit total interactions,INTEGER
visit total searches,INTEGER
referer url,STR
location browser lang,STR
config browser engine,STR
config browser name,STR
config browser version,STR
config os,STR
config os version,STR
visit total events,INTEGER
visitor localtime,TIME
visitor days since last,INTEGER
config resolution,STR
config cookie,INTEGER
config director,INTEGER
config flash,INTEGER
config gears,INTEGER
config java,INTEGER
config pdf,INTEGER
config quicktime,INTEGER
config realplayer,INTEGER
config silverlight,INTEGER
config windowsmedia,INTEGER
visit total time,INTEGER
idlogger message,INTEGER
json encoded,INTEGER
idplugin setting,INTEGER
idlogdata anonymization,INTEGER
idsites,STR
anonymize ip,INTEGER
anonymize location,INTEGER
anonymize userid,INTEGER
unset visit columns,STR
unset link visit action columns,STR
scheduled date,TIME
job start date,TIME
job finish date,TIME
idreport,INTEGER
idsegment,INTEGER
ts created,TIME
ts last sent,TIME
evolution graph within period,INTEGER
evolution graph period n,INTEGER
period param,STR
ts subscribed,TIME
ts unsubscribed,TIME
enable all users,INTEGER
enable only idsite,INTEGER
auto archive,INTEGER
ts last edit,TIME
lifetime,INTEGER
main url,STR
ecommerce,INTEGER
sitesearch,INTEGER
sitesearch keyword parameters,STR
sitesearch category parameters,STR
exclude unknown urls,INTEGER
excluded ips,STR
excluded parameters,STR
excluded user agents,STR
keep url fragment,INTEGER
creator login,STR
idsite setting,INTEGER
idfailure,INTEGER
date first occurred,TIME
idrecoverycode,INTEGER
recovery code,STR
token auth,STR
superuser access,INTEGER
ts password modified,TIME
iddashboard,INTEGER
use 12 hour clock,INTEGER
s i id,INTEGER
s w id,INTEGER
s quantity,INTEGER
s dist,STR
s ytd,INTEGER
s order cnt,INTEGER
s remote cnt,INTEGER
last seen at,TIME
last seen version,STR
updated by,STR
relatable id,STR
relatable type,STR
first request,INTEGER
last request,INTEGER
error data,STR
meta,STR
stats,STR
email count,INTEGER
submitted at,TIME
icon image,STR
subscribed,INTEGER
subscription id,STR
plan id,STR
cancel at period end,INTEGER
current period end,TIME
default payment card last,STR
plan nickname,STR
plan interval,STR
plan amount,INTEGER
plan currency,STR
lock key,STR
acquired at,TIME
released at,TIME
mobiledoc,STR
created at ts,INTEGER
feature image,STR
send email when published,INTEGER
published at,TIME
published by,STR
custom excerpt,STR
codeinjection head,STR
codeinjection foot,STR
custom template,STR
canonical url,STR
og image,STR
og title,STR
og description,STR
twitter image,STR
twitter title,STR
twitter description,STR
profile image,STR
bio,STR
accessibility,STR
tour,STR
target url,STR
last triggered at,TIME
last triggered status,STR
last triggered error,STR
statement no,INTEGER
statement dt,TIME
due dt,TIME
statement amt,FLOAT
tie,STR
pred class,STR
standard units,STR
standard value,FLOAT
standard type,STR
assay organism,STR
contact name,STR
contact title,STR
home page,STR
order year,INTEGER
manufacturer,STR
fleet series,STR
powertrain,STR
fuel propulsion,STR
pilot name,STR
join year,INTEGER
job desc,STR
min lvl,INTEGER
max lvl,INTEGER
teachingability,STR
id kraj,INTEGER
id kandidatka,INTEGER
id obdobi,INTEGER
obec,STR
telefon,STR
psp telefon,STR
foto,INTEGER
clear success,INTEGER
update,TIME
court,STR
case kind,STR
act year,INTEGER
judge,STR
act kind,STR
act number,INTEGER
legal date,TIME
act link,INTEGER
motive date,TIME
motive link,INTEGER
high court,STR
out number,INTEGER
year higher court,INTEGER
type of document,STR
result of appeal,STR
id typ org,INTEGER
typ id typ org,STR
nazev typ org cz,STR
nazev typ org en,STR
typ org obecny,STR
au menu,STR
mb id,STR
bo table,STR
gr id,STR
bo subject,STR
bo mobile subject,STR
wr id,INTEGER
bf no,INTEGER
bf source,STR
bf file,STR
bf download,INTEGER
bf content,STR
bf filesize,INTEGER
bf width,INTEGER
bf height,INTEGER
bf type,INTEGER
bf datetime,TIME
bg id,INTEGER
bg flag,STR
bg datetime,TIME
bn id,INTEGER
wr parent,INTEGER
bn datetime,TIME
cf title,STR
cf theme,STR
cf admin,STR
cf admin email,STR
cf admin email name,STR
cf lang,STR
cf use multi lang data,INTEGER
cf add script,STR
cf use point,INTEGER
cf point term,INTEGER
cf use copy log,INTEGER
cf use email certify,INTEGER
cf login point,INTEGER
cf cut name,INTEGER
cf nick modify,INTEGER
cf new skin,STR
cf new rows,INTEGER
cf search skin,STR
cf connect skin,STR
cf faq skin,STR
cf read point,INTEGER
cf write point,INTEGER
cf comment point,INTEGER
cf download point,INTEGER
cf write pages,INTEGER
cf mobile pages,INTEGER
cf link target,STR
cf bbs rewrite,INTEGER
cf delay sec,INTEGER
cf filter,STR
cf possible ip,STR
cf intercept ip,STR
cf analytics,STR
cf add meta,STR
cf member skin,STR
cf use homepage,INTEGER
cf req homepage,INTEGER
cf use tel,INTEGER
cf req tel,INTEGER
cf use hp,INTEGER
cf req hp,INTEGER
cf use addr,INTEGER
cf req addr,INTEGER
cf use signature,INTEGER
cf req signature,INTEGER
cf use profile,INTEGER
cf req profile,INTEGER
cf register level,INTEGER
cf register point,INTEGER
cf icon level,INTEGER
cf use recommend,INTEGER
cf recommend point,INTEGER
cf leave day,INTEGER
cf search part,INTEGER
cf email use,INTEGER
cf email wr super admin,INTEGER
cf email wr group admin,INTEGER
cf email wr board admin,INTEGER
cf email wr write,INTEGER
cf email wr comment all,INTEGER
cf email mb super admin,INTEGER
cf email mb member,INTEGER
cf email po super admin,INTEGER
cf prohibit id,STR
cf prohibit email,STR
cf new del,INTEGER
cf memo del,INTEGER
cf visit del,INTEGER
cf popular del,INTEGER
cf notice del,INTEGER
cf optimize date,TIME
cf use member icon,INTEGER
cf member icon size,INTEGER
cf member icon width,INTEGER
cf member icon height,INTEGER
cf member img size,INTEGER
cf member img width,INTEGER
cf member img height,INTEGER
cf login minutes,INTEGER
cf image extension,STR
cf flash extension,STR
cf movie extension,STR
cf formmail is member,INTEGER
cf page rows,INTEGER
cf mobile page rows,INTEGER
cf visit,STR
cf max po id,INTEGER
cf stipulation,STR
cf privacy,STR
cf open modify,INTEGER
cf memo send point,INTEGER
cf mobile new skin,STR
cf mobile search skin,STR
cf mobile connect skin,STR
cf mobile faq skin,STR
cf mobile member skin,STR
cf captcha mp,STR
cf editor,STR
cf cert use,INTEGER
cf cert ipin,STR
